No.,"Common Codes
Version",CCN,Code set nr,Code Set,Code Set Owner,Date Raised,Status ,Description,Next steps
,,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-07-07T00:00:00+00:00,Closed,"Modified, for Discipline=CT, Gender=M/W, Event=008 and Phase=8 and event unit=50, cisSchedule setting the value to 'Y'",Complete--change has been implemented
,,IDS Initiated,TCC25,Event Unit - Olympic,Jam Mulcare,2011-07-07T00:00:00+00:00,Closed,Deleted TT W 400 4 3. The record was duplicated.,Complete--change has been implemented
,,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-07-07T00:00:00+00:00,Closed,"Deleted TT 0 000 N 02 and TT 0 000 N 03. All draws are going to happen in the same session so, these are not necessaries.",Complete--change has been implemented
,,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-07-07T00:00:00+00:00,Closed,"Deleted Discipline=TT, Gender=M, Event=001, Phase=9 and Event Units=17,18,19,20,21 and 22, in order to remove lines for Prelim Round event unit that can never be used.",Complete--change has been implemented
,,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-07-07T00:00:00+00:00,Closed,"Deleted Discipline=TT, Gender=W, Event=001, Phase=9 and Event Units=17,18,19,20,21 and 22, in order to remove lines for Prelim Round event unit that can never be used.",Complete--change has been implemented
,,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-07-07T00:00:00+00:00,Closed,Modiified TT 0 000 N 01 descriptions.,Complete--change has been implemented
,,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-07-07T00:00:00+00:00,Closed,"Modiified TT W 400 3 English descriptions, in order to remove the 's'",Complete--change has been implemented
,,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-07-12T00:00:00+00:00,Closed,"Deleted SA W 010 1 event units = 50,51,52,53,54,5,56,57,58,59,60,61,62,70,71,72,73,74,75,76,77,78,79,80,81,82",Complete--change has been implemented
,,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-07-12T00:00:00+00:00,Closed,"Added SA W 010 1 event units = 60,61,62,63,64,65,66,67, 68,69,70, 71,72,80,81,82,83,84,85,86,87,88,89,90,91,92.",Complete--change has been implemented
,,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-07-12T00:00:00+00:00,Closed,"Added SA W 010 1 50.
Added SA W 010 2 eventunit=50,60,61,62, 63,64, 65,66,67,68,69,70,71,80,81,82,83,84,85,86,87,88,89, 90,91.
Added SA W 010 3 98 and SA W 010 3 99.
Added SA W 010 9 eventunit=96,95,94,93,92,91.
Added SA W 010 U eventunit=21,22,23,24,25,26,27,28,29, 30,31,51,52,53,54,55,56,57,58,59,60,61.
Added SA W 010 V eventunit=12,13,14,15,16,17,18,19,20 ,21,22. 
Added SA W 010 W eventunit=12,13,14,15,16,17,18,19,20, 21,22",Complete--change has been implemented
,,IDS Initiated,OCC005,Function - Olympic,ATOS,2011-07-12T00:00:00+00:00,Closed,"Added VU, 'Video Umpire' as new function",Complete--change has been implemented
,,IDS Initiated,TCC17,Horse Breed,James Savage,2011-07-13T00:00:00+00:00,Closed,"Deleted the following codes: AHS, APH, AWHA, BHHS, BRAND, HAA, ISREG, NA/WPN, NL, SCSL, SDWA, THU, UN and XX",Complete--change has been implemented
,,IDS Initiated,TCC17,Horse Breed,James Savage,2011-07-13T00:00:00+00:00,Closed,"Added the following codes: PTB, THB and WBD",Complete--change has been implemented
,,IDS Initiated,OCC005,Function - Olympic,ATOS,2011-07-13T00:00:00+00:00,Closed,"Added TC, 'Team Captain' as new function",Complete--change has been implemented
,,IDS Initiated,TCC08,Event - Olympic,Jam Mulcare,2011-07-13T00:00:00+00:00,Closed,"Added EQ 0 GRP, TR 0 HYD, MP 0 GRP, MP 0 AQC, MP 0 HBA and VO 0 EAR. For the Good morning/night messages",Complete--change has been implemented
,,IDS Initiated,TCC25,Phase - Olympic,Jam Mulcare,2011-07-13T00:00:00+00:00,Closed,"Added EQ 0 GRP 0 8, TR 0 HYD 0 8, MP 0 GRP 0 8, MP 0 AQC 0 8, MP 0 HBA 0 8 and VO 0 EAR 0 8 to synchronize TCC25 with TCC08 in the Good morning/night messages",Complete--change has been implemented
,,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-07-13T00:00:00+00:00,Closed,"Added EQ 0 GRP 0 00, TR 0 HYD 0 00, MP 0 GRP 0 00, MP 0 AQC 0 00, MP 0 HBA 0 00 and VO 0 EAR 0 00 to synchronize TCC10 with TCC08 and TCC25 in the Good morning/night messages",Complete--change has been implemented
,,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-07-14T00:00:00+00:00,Closed,"Modified 'Shedule' and 'infoSchedule', setting them to 'N', for: Discipline=JU, Phase=1 and eventunit=00",Complete--change has been implemented
,,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-07-14T00:00:00+00:00,Closed,"Modified 'cidShedule', setting them to 'N', for: Discipline=FE, Gender=M and Event=401.
Modified 'cidShedule', setting them to 'N', for: Discipline=FE, Gender=W and Event=402.",Complete--change has been implemented
,,IDS Initiated,OCC007,Location - Olympic,ATOS,2011-07-14T00:00:00+00:00,Closed,"Deleted SH5 (RAB Shotgun Range 1), SH6 (RAB Shotgun Range 2) and SH7 (RAB Shotgun Range 3).
Added SH5 (RAB Shotgun Range) and SH6 (RAB Shotgun Finals Range)",Complete--change has been implemented
,,IDS Initiated,TCC13,Field of Play - Olympic,James Savage,2011-07-14T00:00:00+00:00,Closed,"Deleted SH5 (RAB Shotgun Range 1), SH6 (RAB Shotgun Range 2) and SH7 (RAB Shotgun Range 3) to synchronize TCC13 wtih OCC007.
Added SH5 (RAB Shotgun Range) and SH6 (RAB Shotgun Finals Range) to synchronize TCC13 wtih OCC007.",Complete--change has been implemented
,,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-07-14T00:00:00+00:00,Closed,"Deleted Discipline=SH, Phase=1 and eventunit =50",Complete--change has been implemented
,,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-07-14T00:00:00+00:00,Closed,"Modified 'Shedule' setting them to 'Y' for: Discipline=SH, Phase=9 and eventunit =50",Complete--change has been implemented
,,IDS Initiated,TCC08,Event - Olympic,Jam Mulcare,2011-07-14T00:00:00+00:00,Closed,"Added WL 0 ES3, CS 0 LVC, CM 0 HAD, RO 0 ETD, SA 0 WAP, BD 0 WEA, BK 0 BBA, BK 0 NGA. For the Good morning/night messages",Complete--change has been implemented
,,IDS Initiated,TCC25,Phase - Olympic,Jam Mulcare,2011-07-14T00:00:00+00:00,Closed,"Added WL 0 ES3 0 8, CS 0 LVC 0 8, CM 0 HAD 0 8, RO 0 ETD 0 8, SA 0 WAP 0 8, BD 0 WEA 0 8, BK 0 BBA 0 8, BK 0 NGA 0 8 to synchronize TCC25 with TCC08 in the Good morning/night messages",Complete--change has been implemented
,,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-07-14T00:00:00+00:00,Closed,"Added WL 0 ES3 0 00, CS 0 LVC 0 00, CM 0 HAD 0 00, RO 0 ETD 0 00, SA 0 WAP 0 00, BD 0 WEA 0 00, BK 0 BBA 0 00, BK 0 NGA 0 00 to synchronize TCC10 with TCC08 and TCC25 in the Good morning/night messages",Complete--change has been implemented
,,IDS Initiated,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-07-14T00:00:00+00:00,Closed,"Modified Competition Schedule Description for Discipline=WR, Phase=1,2 and Eventunit=01,02,03 and 04.
Modified Competition Schedule Description for Discipline=WR, Phase=A,B and Eventunit=01,02,03,04,05 and 06.",Complete--change has been implemented
,,IDS Initiated,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-07-14T00:00:00+00:00,Closed,"Modified descriptions for Discipline=FT, Phase=2 and eventunit=03 and 04",Complete--change has been implemented
,,IDS Initiated,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-07-14T00:00:00+00:00,Closed,"Modified descriptions for Discipline=JU, Phase=2 and eventunit=00,01 and 02",Complete--change has been implemented
,,IDS Initiated,TCC09,Event - Paralympic,Jam Mulcare,2011-07-18T00:00:00+00:00,Closed,"Deleted for Discipline=AT and Gender=W the Events=213, 254, 560, 609, 312, 351, 409, 416, 811, 852, 894, 910",Complete--change has been implemented
,,IDS Initiated,TCC26,Phase - Paralympic,Jam Mulcare,2011-07-18T00:00:00+00:00,Closed,"Deleted for Discipline=AT, Gender=W and Events=213, 254, 560, 609, 312, 351, 409, 416, 811, 852, 894, 91 all Phases, to synchronize TCC26 with TCC09.",Complete--change has been implemented
,,IDS Initiated,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-07-18T00:00:00+00:00,Closed,"Deleted for Discipline=AT, Gender=W and Events=213, 254, 560, 609, 312, 351, 409, 416, 811, 852, 894, 91 all EventUnits, to synchronize TCC11 with TCC19 an TCC26.",Complete--change has been implemented
,,IDS Initiated,TCC09,Event - Paralympic,Jam Mulcare,2011-07-18T00:00:00+00:00,Closed,"Deleted for Discipline=AT and Gender=M the Events=010, 254, 330, 546, 662, 663, 750, 891, 893, 011, 012, 013, 052, 251, 312, 434, 437, 552, 562, 563, 571, 612, 646, 709, 811, 911.",Complete--change has been implemented
,,IDS Initiated,TCC26,Phase - Paralympic,Jam Mulcare,2011-07-18T00:00:00+00:00,Closed,"Deleted for Discipline=AT, Gender=M and Events=010, 254, 330, 546, 662, 663, 750, 891, 893, 011, 012, 013, 052, 251, 312, 434, 437, 552, 562, 563, 571, 612, 646, 709, 811, 911 all Phases, to synchronize TCC26 with TCC09.",Complete--change has been implemented
,,IDS Initiated,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-07-18T00:00:00+00:00,Closed,"Deleted for Discipline=AT, Gender=M and Events=010, 254, 330, 546, 662, 663, 750, 891, 893, 011, 012, 013, 052, 251, 312, 434, 437, 552, 562, 563, 571, 612, 646, 709, 811, 911  all EventUnits, to synchronize TCC11 with TCC19 an TCC26.",Complete--change has been implemented
,,IDS Initiated,TCC09,Event - Paralympic,Jam Mulcare,2011-07-18T00:00:00+00:00,Closed,"Modified descriptions for Discipline=AT, Gender=W and Events=031, 034, 052, 061, 311, 350, 602, 663 and 678
Modified descriptions for Discipline=AT, Gender=M and Events=051, 311, 342, 346, 670, 671 and 674",Complete--change has been implemented
,,IDS Initiated,TCC26,Phase - Paralympic,Jam Mulcare,2011-07-18T00:00:00+00:00,Closed,"Modified descriptions for Discipline=AT, Gender=W and Events=031, 034, 052, 061, 311, 350, 602, 663 and 678
Modified descriptions for Discipline=AT, Gender=M and Events=051, 311, 342, 346, 670, 671 and 674",Complete--change has been implemented
,,IDS Initiated,TCC26,Phase - Paralympic,Jam Mulcare,2011-07-18T00:00:00+00:00,Closed,"Added AT M 331, Phases=0, 1, 9 and M",Complete--change has been implemented
,,IDS Initiated,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-07-19T00:00:00+00:00,Closed,"Modified descriptions for Discipline=AT, Gender=W and Events=031, 034, 052, 061, 311, 350, 602, 663 and 678
Modified descriptions for Discipline=AT, Gender=M and Events=051, 311, 342, 346, 670, 671 and 674",Complete--change has been implemented
,,IDS Initiated,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-07-19T00:00:00+00:00,Closed,"Deleted for Discipline=JU, Gender=M, Events=060, 066, 073, 081, 090, 100 and 200, Phase=3 and EventUnits=00,01,02, 03 and 04.
Deleted for Discipline=JU, Gender=W, Events=048, 052, 057, 063, 070 and 171, Phase=3 and EventUnits=00,01,02, 03 and 04.",Complete--change has been implemented
,,IDS Initiated,TCC09,Event - Paralympic,Jam Mulcare,2011-07-21T00:00:00+00:00,Closed,"Deleted Discipline=AT, Gender=M and Events=051,311,342, 346, 670 ,671,674.
Deleted Discipline=AT, Gender=M and Events=031,034,052, 061,311,350,602,663,678",Complete--change has been implemented
,,IDS Initiated,TCC26,Phase - Paralympic,Jam Mulcare,2011-07-21T00:00:00+00:00,Closed,"Deleted all Phases for: Discipline=AT, Gender=M and Events=051,311,342, 346, 670 ,671,674 to synchronize TCC26 with TCC09 
Deleted all Phases for: Discipline=AT, Gender=M and Events=031,034,052, 061,311,350,602,663,678 to synchronize TCC26 with TCC09",Complete--change has been implemented
,,IDS Initiated,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-07-21T00:00:00+00:00,Closed,"Deleted all Event Units for: Discipline=AT, Gender=M and Events=051,311,342, 346, 670 ,671,674 to synchronize TCC11 with TCC09 and TCC26.
Deleted all Event Units for: Discipline=AT, Gender=M and Events=031,034,052, 061,311,350,602,663,678 to synchronize TCC11 with TCC09 and TCC26.",Complete--change has been implemented
,,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-07-21T00:00:00+00:00,Closed,Modified descriptions for BK M 400 A,Complete--change has been implemented
,,IDS Initiated,TCC08,Event - Olympic,Jam Mulcare,2011-07-21T00:00:00+00:00,Closed,"Added CB 0 BMX, BV 0 HGP, CR 0 LOR, SW 0 AQC and CF 0 ETD. For the Good morning/night messages",Complete--change has been implemented
,,IDS Initiated,TCC25,Phase - Olympic,Jam Mulcare,2011-07-21T00:00:00+00:00,Closed,"Added CB 0 BMX, BV 0 HGP, CR 0 LOR, SW 0 AQC and CF 0 ETD to synchronize TCC25 with TCC08 in the Good morning/night messages",Complete--change has been implemented
,,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-07-21T00:00:00+00:00,Closed,"Added  CB 0 BMX, BV 0 HGP, CR 0 LOR, SW 0 AQC and CF 0 ETD to synchronize TCC10 with TCC08 and TCC25 in the Good morning/night messages",Complete--change has been implemented
,,BME,OCC026,Schedule Filter Criteria - Paralympic,ATOS,2011-07-27T00:00:00+00:00,Closed,Added this new table. Required by BME,Complete--change has been implemented
,,BME,OCC027,Schedule Filter Criteria Value - Paralympic,ATOS,2011-07-27T00:00:00+00:00,Closed,Added this new table. Required by BME,Complete--change has been implemented
,,BME,OCC028,Schedule Grupping Criteria - Paralympic,ATOS,2011-07-27T00:00:00+00:00,Closed,Added this new table. Required by BME,Complete--change has been implemented
,,IDS Initiated,TCC07,Discipline Gender - Paralympic,Jam Mulcare,2011-07-27T00:00:00+00:00,Closed,"Deleted Discipline=HO, IA, MP, TE, TR, VO WL and WP. They are not Paralympic Disciplines",Complete--change has been implemented
,,BME,ExportDestinations,ExportDestinations,ATOS,2011-07-27T00:00:00+00:00,Closed,"Added new rows for OCC026, OCC027, OCC028 and Version.
Modified ParalympicTSV field for OCC012, OCC013 and OCC014",Complete--change has been implemented
,,BME,Version,Version,ATOS,2011-07-27T00:00:00+00:00,Closed,Added this new table. Required by BME,Complete--change has been implemented
,,IDS Initiated,TCC044,Field of Play - Paralympic,James Savage,2011-07-27T00:00:00+00:00,Closed,Modified Field of play for CR1,Complete--change has been implemented
,,IDS Initiated,OCC008,Location - Paralympic,ATOS,2011-07-27T00:00:00+00:00,Closed,"Modified Field of play for CR1, to synchronize OCC008 with TCC044",Complete--change has been implemented
,,INC0085977,TCC26,Phase - Paralympic,Jam Mulcare,2011-07-27T00:00:00+00:00,Closed,Added WR 0 000 Q for Technical Meetings,Complete--change has been implemented
,,INC0085977,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-07-27T00:00:00+00:00,Closed,"Added WR 0 000 Q for Technical Meetings, in order to synchronize TCC11 with TCC26",Complete--change has been implemented
,,IDS Initiated,TCC25,Phase -Olympic,Jam Mulcare,2011-07-27T00:00:00+00:00,Closed,"Deleted MP 0 000 C 8, MP M 000 Q 4 and MP W 000 Q 4",Complete--change has been implemented
,,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2011-07-21T00:00:00+00:00,Closed,"Deleted MP 0 000 C 00, MP M 000 Q 01 and MP W 000 Q 01 to synchronize TCC10 with TCC25",Complete--change has been implemented
,,IDS Initiated,OCC007,Location - Olympic,ATOS,2011-07-27T00:00:00+00:00,Closed,"Deleted M02, M03, M04, M05, M06, M07, M08, M09 and M10.
Modified the following codes M11->M02, M12->M03, M13->M04, M14->M05, M15->M06 and M16->M07",Complete--change has been implemented
,,IDS Initiated,TCC013,Field of Play - Olympic,James Savage,2011-07-27T00:00:00+00:00,Closed,"Deleted M02, M03, M04, M05, M06, M07, M08, M09 and M10.
Modified the following codes M11->M02, M12->M03, M13->M04 and M14->M05",Complete--change has been implemented
,,INC0088486,TCC10,Event Unit - Olympic,Jam Mulcare,2011-08-01T00:00:00+00:00,Closed,"Added for Discipline=TE, Gender=M, Event=001 and Phase=6 the following Eventunits=33..41",Complete--change has been implemented
,,INC0065644,TCC10,Event Unit - Olympic,Jam Mulcare,2011-08-01T00:00:00+00:00,Closed,"Modified Competition Schedule for Discipline=SA, Gender=W, Event=010 and Phases=1,2,3 and U",Complete--change has been implemented
