Discipline,Gender,Event,phase,type,ENG Description,FRA Description,POR Description,SPA Description,ENG longdescription,FRA longdescription,POR longdescription,SPA longdescription,ENG phase Description,FRA phase Description,POR phase Description,SPA phase Description
CY,0,000,0,8,Cycling Sport,Cyclisme,Ciclismo,Ciclismo,Cycling Sport,Cyclisme,Ciclismo,Ciclismo,"","","",
DV,0,000,0,8,Diving,Plongeon,Saltos ornamentais,Clavados,Diving,Plongeon,Saltos ornamentais,Clavados,"","","",
DV,0,000,N,7,Diving Draw,"Plongeon, tirage au sort","Saltos ornamentais, sorteio","Clavados, sorteo",Diving Draw,"Plongeon, tirage au sort","Saltos ornamentais, sorteio","Clavados, sorteo","","","",
DV,0,AQC,0,8,Maria Lenk Aquatic Centre,Centre aquatique Maria Lenk,Centro Aquático Maria Lenk,Centro Acuático Maria Lenk,Maria Lenk Aquatic Centre,Centre aquatique Maria Lenk,Centro Aquático Maria Lenk,Centro Acuático Maria Lenk,"","","",
DV,M,000,0,8,Men,Hommes,Masculino,Masculino,Men,Hommes,Masculino,Masculino,"","","",
DV,M,003,0,8,Men's 3m Springboard,Tremplin 3 m - hommes,Trampolim 3m masculino,Trampolín 3m masculino,Men's 3m Springboard,Tremplin 3 m - hommes,Trampolim 3m masculino,Trampolín 3m masculino,"","","",
DV,M,003,1,3,Men's 3m Springboard Final,"Tremplin 3 m - hommes, finale","Trampolim 3m masculino, final","Trampolín 3m masculino, final",Men's 3m Springboard Final,"Tremplin 3 m - hommes, finale","Trampolim 3m masculino, final","Trampolín 3m masculino, final",Final,Finale,Final,Final
DV,M,003,2,3,Men's 3m Springboard Semifinal,"Tremplin 3 m - hommes, demi-finale","Trampolim 3m masculino, semifinal","Trampolín 3m masculino, semifinal",Men's 3m Springboard Semifinal,"Tremplin 3 m - hommes, demi-finale","Trampolim 3m masculino, semifinal","Trampolín 3m masculino, semifinal",Semifinal,Demi-finale,Semifinal,Semifinal
DV,M,003,9,3,Men's 3m Springboard Preliminary,"Tremplin 3 m - hommes, éliminatoires","Trampolim 3m masc, fase classificatória","Trampolín 3m masculino, preliminares",Men's 3m Springboard Preliminary,"Tremplin 3 m - hommes, éliminatoires","Trampolim 3m masculino, fase classificatória","Trampolín 3m masculino, preliminares",Preliminary,Éliminatoires,Fase classificatória,Preliminares
DV,M,003,M,6,Men's 3m Springboard Victory Ceremony,"Tremplin 3 m - hommes, remise médailles","Trampolim 3m masc, cer. premiação","Trampolín 3m masculino, cer. medallas",Men's 3m Springboard Victory Ceremony,"Tremplin 3 m - hommes, cérémonie de remise des médailles","Trampolim 3m masculino, cerimônia de entrega das medalhas","Trampolín 3m masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
DV,M,010,0,8,Men's 10m Platform,Haut-vol 10 m - hommes,Plataforma 10m masculino,Plataforma 10m masculino,Men's 10m Platform,Haut-vol 10 m - hommes,Plataforma 10m masculino,Plataforma 10m masculino,"","","",
DV,M,010,1,3,Men's 10m Platform Final,"Haut-vol 10 m - hommes, finale","Plataforma 10m masculino, final","Plataforma 10m masculino, final",Men's 10m Platform Final,"Haut-vol 10 m - hommes, finale","Plataforma 10m masculino, final","Plataforma 10m masculino, final",Final,Finale,Final,Final
DV,M,010,2,3,Men's 10m Platform Semifinal,"Haut-vol 10 m - hommes, demi-finale","Plataforma 10m masculino, semifinal","Plataforma 10m masculino, semifinal",Men's 10m Platform Semifinal,"Haut-vol 10 m - hommes, demi-finale","Plataforma 10m masculino, semifinal","Plataforma 10m masculino, semifinal",Semifinal,Demi-finale,Semifinal,Semifinal
DV,M,010,9,3,Men's 10m Platform Preliminary,"Haut-vol 10 m - hommes, éliminatoires","Plataforma 10m masculino, fase classific","Plataforma 10m masculino, preliminares",Men's 10m Platform Preliminary,"Haut-vol 10 m - hommes, éliminatoires","Plataforma 10m masculino, fase classificatória","Plataforma 10m masculino, preliminares",Preliminary,Éliminatoires,Fase classificatória,Preliminares
DV,M,010,M,6,Men's 10m Platform Victory Ceremony,"Haut-vol 10 m - hommes, remise médailles","Plataforma 10m masculino, cer. premiação","Plataforma 10m masculino, cer. medallas",Men's 10m Platform Victory Ceremony,"Haut-vol 10 m - hommes, cérémonie de remise des médailles","Plataforma 10m masculino, cerimônia de entrega das medalhas","Plataforma 10m masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
DV,M,203,0,8,Men's Synchronised 3m Springboard,Tremplin 3 m synchronisé - hommes,Trampolim 3m sincronizado masculino,Sincronizados trampolín 3m masculino,Men's Synchronised 3m Springboard,Tremplin 3 m synchronisé - hommes,Trampolim 3m sincronizado masculino,Sincronizados trampolín 3m masculino,"","","",
DV,M,203,1,3,Men's Synchronised 3m Springboard Final,"Tremplin 3 m synchronisé - hom., finale","Trampolim 3m sincronizado masc, final","Sincronizados trampolín 3m masc, final",Men's Synchronised 3m Springboard Final,"Tremplin 3 m synchronisé - hommes, finale","Trampolim 3m sincronizado masculino, final","Sincronizados trampolín 3m masculino, final",Final,Finale,Final,Final
DV,M,203,M,6,Men's Synchronised 3m Springboard VC,"Tremplin 3 m synchro. hom., remise méd.","Trampolim 3m sincro masc, cer. premiação","Sincro trampolín 3m masc, cer. medallas",Men's Synchronised 3m Springboard Victory Ceremony,"Tremplin 3 m synchronisé - hommes, cérémonie de remise des médailles","Trampolim 3m sincronizado masculino, cerimônia de entrega das medalhas","Sincronizados trampolín 3m masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
DV,M,210,0,8,Men's Synchronised 10m Platform,Haut-vol 10 m synchronisé - hommes,Plataforma 10m sincronizada masculino,Sincronizados plataforma 10m masculino,Men's Synchronised 10m Platform,Haut-vol 10 m synchronisé - hommes,Plataforma 10m sincronizada masculino,Sincronizados plataforma 10m masculino,"","","",
DV,M,210,1,3,Men's Synchronised 10m Platform Final,"Haut-vol 10 m synchronisé - hom., finale","Plataforma 10m sincronizada masc, final","Sincronizados plataforma 10m masc, final",Men's Synchronised 10m Platform Final,"Haut-vol 10 m synchronisé - hommes, finale","Plataforma 10m sincronizada masculino, final","Sincronizados plataforma 10m masculino, final",Final,Finale,Final,Final
DV,M,210,M,6,Men's Synchronised 10m Platform VC,"Haut-vol 10 m synchro. hom., remise méd.","Plataforma 10m sincro masc, premiação","Sincro plataforma 10m masc, cer medallas",Men's Synchronised 10m Platform Victory Ceremony,"Haut-vol 10 m synchronisé - hommes, cérémonie de remise des médailles","Plataforma 10m sincronizada masculino, cerimônia de entrega das medalhas","Sincronizados plataforma 10m masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
DV,W,000,0,8,Women,Femmes,Feminino,Femenino,Women,Femmes,Feminino,Femenino,"","","",
DV,W,003,0,8,Women's 3m Springboard,Tremplin 3 m - femmes,Trampolim 3m feminino,Trampolín 3m femenino,Women's 3m Springboard,Tremplin 3 m - femmes,Trampolim 3m feminino,Trampolín 3m femenino,"","","",
DV,W,003,1,3,Women's 3m Springboard Final,"Tremplin 3 m - femmes, finale","Trampolim 3m feminino, final","Trampolín 3m femenino, final",Women's 3m Springboard Final,"Tremplin 3 m - femmes, finale","Trampolim 3m feminino, final","Trampolín 3m femenino, final",Final,Finale,Final,Final
DV,W,003,2,3,Women's 3m Springboard Semifinal,"Tremplin 3 m - femmes, demi-finale","Trampolim 3m feminino, semifinal","Trampolín 3m femenino, semifinal",Women's 3m Springboard Semifinal,"Tremplin 3 m - femmes, demi-finale","Trampolim 3m feminino, semifinal","Trampolín 3m femenino, semifinal",Semifinal,Demi-finale,Semifinal,Semifinal
DV,W,003,9,3,Women's 3m Springboard Preliminary,"Tremplin 3 m - femmes, éliminatoires","Trampolim 3m fem, fase classificatória","Trampolín 3m femenino, preliminares",Women's 3m Springboard Preliminary,"Tremplin 3 m - femmes, éliminatoires","Trampolim 3m feminino, fase classificatória","Trampolín 3m femenino, preliminares",Preliminary,Éliminatoires,Fase classificatória,Preliminares
DV,W,003,M,6,Women's 3m Springboard Victory Ceremony,"Tremplin 3 m - femmes, remise médailles","Trampolim 3m fem, cer. premiação","Trampolín 3m femenino, cer. medallas",Women's 3m Springboard Victory Ceremony,"Tremplin 3 m - femmes, cérémonie de remise des médailles","Trampolim 3m feminino, cerimônia de entrega das medalhas","Trampolín 3m femenino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
DV,W,010,0,8,Women's 10m Platform,Haut-vol 10 m - femmes,Plataforma 10m feminino,Plataforma 10m femenino,Women's 10m Platform,Haut-vol 10 m - femmes,Plataforma 10m feminino,Plataforma 10m femenino,"","","",
DV,W,010,1,3,Women's 10m Platform Final,"Haut-vol 10 m - femmes, finale","Plataforma 10m feminino, final","Plataforma 10m femenino, final",Women's 10m Platform Final,"Haut-vol 10 m - femmes, finale","Plataforma 10m feminino, final","Plataforma 10m femenino, final",Final,Finale,Final,Final
DV,W,010,2,3,Women's 10m Platform Semifinal,"Haut-vol 10 m - femmes, demi-finale","Plataforma 10m feminino, semifinal","Plataforma 10m femenino, semifinal",Women's 10m Platform Semifinal,"Haut-vol 10 m - femmes, demi-finale","Plataforma 10m feminino, semifinal","Plataforma 10m femenino, semifinal",Semifinal,Demi-finale,Semifinal,Semifinal
DV,W,010,9,3,Women's 10m Platform Preliminary,"Haut-vol 10 m - femmes, éliminatoires","Plataforma 10m fem, fase classificatória","Plataforma 10m femenino, preliminares",Women's 10m Platform Preliminary,"Haut-vol 10 m - femmes, éliminatoires","Plataforma 10m feminino, fase classificatória","Plataforma 10m femenino, preliminares",Preliminary,Éliminatoires,Fase classificatória,Preliminares
DV,W,010,M,6,Women's 10m Platform Victory Ceremony,"Haut-vol 10 m - femmes, remise médailles","Plataforma 10m fem, cer. premiação","Plataforma 10m femenino, cer. medallas",Women's 10m Platform Victory Ceremony,"Haut-vol 10 m - femmes, cérémonie de remise des médailles","Plataforma 10m feminino, cerimônia de entrega das medalhas","Plataforma 10m femenino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
DV,W,203,0,8,Women's Synchronised 3m Springboard,Tremplin 3 m synchronisé - femmes,Trampolim 3m sincronizado feminino,Sincronizados trampolín 3m femenino,Women's Synchronised 3m Springboard,Tremplin 3 m synchronisé - femmes,Trampolim 3m sincronizado feminino,Sincronizados trampolín 3m femenino,"","","",
DV,W,203,1,3,Women's Sync. 3m Springboard Final,"Tremplin 3 m synchronisé - fem., finale","Trampolim 3m sincronizado fem, final","Sincronizados trampolín 3m fem, final",Women's Synchronised 3m Springboard Final,"Tremplin 3 m synchronisé - femmes, finale","Trampolim 3m sincronizado feminino, final","Sincronizados trampolín 3m femenino, final",Final,Finale,Final,Final
DV,W,203,M,6,Women's Synchronised 3m Springboard VC,"Tremplin 3 m synchro. fem., remise méd.","Trampolim 3m sincro fem, cer. premiação","Sincro trampolín 3m fem, cer. medallas",Women's Synchronised 3m Springboard Victory Ceremony,"Tremplin 3 m synchronisé - femmes, cérémonie de remise des médailles","Trampolim 3m sincronizado feminino, cerimônia de entrega das medalhas","Sincronizados trampolín 3m femenino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
DV,W,210,0,8,Women's Synchronised 10m Platform,Haut-vol 10 m synchronisé - femmes,Plataforma 10m sincronizada feminino,Sincronizados plataforma 10m femenino,Women's Synchronised 10m Platform,Haut-vol 10 m synchronisé - femmes,Plataforma 10m sincronizada feminino,Sincronizados plataforma 10m femenino,"","","",
DV,W,210,1,3,Women's Synchronised 10m Platform Final,"Haut-vol 10 m synchronisé - fem., finale","Plataforma 10m sincronizada fem, final","Sincronizados plataforma 10m fem, final",Women's Synchronised 10m Platform Final,"Haut-vol 10 m synchronisé - femmes, finale","Plataforma 10m sincronizada feminino, final","Sincronizados plataforma 10m femenino, final",Final,Finale,Final,Final
DV,W,210,M,6,Women's Synchronised 10m Platform VC,"Haut-vol 10 m synchro. fem., remise méd.","Plataforma 10m sincro fem,cer. premiação","Sincro plataforma 10m fem, cer. medallas",Women's Synchronised 10m Platform Victory Ceremony,"Haut-vol 10 m synchronisé - femmes, cérémonie de remise des médailles","Plataforma 10m sincronizada, cerimônia de entrega das medalhas","Sincronizados plataforma 10m femenino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
EQ,0,000,0,8,Equestrian,Sports équestres,Hipismo,Ecuestre,Equestrian,Sports équestres,Hipismo,Ecuestre,"","","",
EQ,0,000,Q,4,Equestrian Meetings,Sports équestres - réunions,Hipismo - reuniões,Reuniones de Ecuestre,Equestrian Meetings,Sports équestres - réunions,Hipismo - reuniões,Reuniones de Ecuestre,"","","",
EQ,0,EQC,0,8,Olympic Equestrian Centre,Centre Olympique d'Équitation,Centro Olímpico de Hipismo,Centro Olímpico Ecuestre,Olympic Equestrian Centre,Centre Olympique d'Équitation,Centro Olímpico de Hipismo,Centro Olímpico Ecuestre,"","","",
EQ,X,001,0,8,Dressage Individual,Dressage individuel,Adestramento individual,Adiestramiento individual,Dressage Individual,Dressage individuel,Adestramento individual,Adiestramiento individual,"","","",
EQ,X,001,1,3,Dressage Individual Grand Prix Freestyle,"Dressage ind., grand prix - libre","Adestramento ind, grande prêmio livre","Adiestramiento ind, gran premio libre",Dressage Individual Grand Prix Freestyle,"Dressage individuel, grand prix - libre","Adestramento individual, grande prêmio livre","Adiestramiento individual, gran premio libre",Grand Prix Freestyle,Grand prix - libre,Grande prêmio livre,Gran premio libre
EQ,X,001,2,3,Dressage Individual Grand Prix Special,"Dressage ind., grand prix - spécial","Adestramento ind, grande prêmio especial","Adiestramiento ind, gran premio especial",Dressage Individual Grand Prix Special,"Dressage individuel, grand prix - spécial","Adestramento individual, grande prêmio especial","Adiestramiento individual, gran premio especial",Grand Prix Special,Grand prix - spécial,Grande prêmio especial,Gran premio especial
EQ,X,001,9,3,Dressage Individual Grand Prix,"Dressage ind., grand prix","Adestramento individual, grande prêmio","Adiestramiento ind, gran premio",Dressage Individual Grand Prix,"Dressage individuel, grand prix","Adestramento individual, grande prêmio","Adiestramiento individual, gran premio",Grand Prix,Grand prix,Grande prêmio,Gran premio
EQ,X,001,M,6,Dressage Individual Victory Ceremony,"Dressage individuel, remise médailles","Adestramento individual, cer. premiação","Adiestramiento ind., cer. de medallas",Dressage Individual Victory Ceremony,"Dressage individuel, cérémonie de remise des médailles","Adestramento individual, cerimônia de entrega das medalhas","Adiestramiento individual, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
EQ,X,001,N,7,Dressage Draw,"Dressage, tirage au sort","Adestramento, sorteio","Adiestramiento, sorteo",Dressage Draw,"Dressage, tirage au sort","Adestramento, sorteio","Adiestramiento, sorteo","","","",
EQ,X,001,R,3,Dressage Horse Inspection,"Dressage, inspection des chevaux","Adestramento, inspeção dos cavalos","Adiestramiento, inspección de caballos",Dressage Horse Inspection,"Dressage, inspection des chevaux","Adestramento, inspeção dos cavalos","Adiestramiento, inspección de caballos",Dressage Horse Inspection,"Dressage, inspection des chevaux","Adestramento, inspeção dos cavalos","Adiestramiento, inspección de caballos"
EQ,X,002,0,8,Jumping Individual,Saut d'obstacles individuel,Saltos individual,Salto individual,Jumping Individual,Saut d'obstacles individuel,Saltos individual,Salto individual,"","","",
EQ,X,002,1,3,Jumping Individual Finals,"Saut d'obstacles individuel, finales","Saltos individual, finais","Salto individual, finales",Jumping Individual Finals,"Saut d'obstacles individuel, finales","Saltos individual, finais","Salto individual, finales",Finals,Finales,Finais,Finales
