Discipline,Gender,Event,phase,type,ENG Description,FRA Description,POR Description,ENG longdescription,FRA longdescription,POR longdescription,ENG phase Description,FRA phase Description,POR phase Description
DV,W,010,2,3,Women's 10m Platform Semifinal,"Haut-vol 10 m - femmes, demi-finale","Plataforma 10m feminino, semifinal",Women's 10m Platform Semifinal,"Haut-vol 10 m - femmes, demi-finale","Plataforma 10m feminino, semifinal",Semifinal,Demi-finale,Semifinal
DV,W,010,9,3,Women's 10m Platform Preliminary,"Haut-vol 10 m - femmes, éliminatoires","Plataforma 10m fem, fase classificatória",Women's 10m Platform Preliminary,"Haut-vol 10 m - femmes, éliminatoires","Plataforma 10m feminino, fase classificatória",Preliminary,Éliminatoires,Fase classificatória
DV,W,010,M,6,Women's 10m Platform Victory Ceremony,"Haut-vol 10 m - femmes, remise médailles","Plataforma 10m fem, cer. premiação",Women's 10m Platform Victory Ceremony,"Haut-vol 10 m - femmes, cérémonie de remise des médailles","Plataforma 10m feminino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
DV,W,203,0,8,Women's Synchronised 3m Springboard,Tremplin 3 m synchronisé - femmes,Trampolim 3m sincronizado feminino,Women's Synchronised 3m Springboard,Tremplin 3 m synchronisé - femmes,Trampolim 3m sincronizado feminino,"","",""
DV,W,203,1,3,Women's Sync. 3m Springboard Final,"Tremplin 3 m synchronisé - fem., finale","Trampolim 3m sincronizado fem, final",Women's Synchronised 3m Springboard Final,"Tremplin 3 m synchronisé - femmes, finale","Trampolim 3m sincronizado feminino, final",Final,Finale,Final
DV,W,203,M,6,Women's Synchronised 3m Springboard VC,"Tremplin 3 m synchro. fem., remise méd.","Trampolim 3m sincro fem, cer. premiação",Women's Synchronised 3m Springboard Victory Ceremony,"Tremplin 3 m synchronisé - femmes, cérémonie de remise des médailles","Trampolim 3m sincronizado feminino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
DV,W,210,0,8,Women's Synchronised 10m Platform,Haut-vol 10 m synchronisé - femmes,Plataforma 10m sincronizada feminino,Women's Synchronised 10m Platform,Haut-vol 10 m synchronisé - femmes,Plataforma 10m sincronizada feminino,"","",""
DV,W,210,1,3,Women's Synchronised 10m Platform Final,"Haut-vol 10 m synchronisé - fem., finale","Plataforma 10m sincronizada fem, final",Women's Synchronised 10m Platform Final,"Haut-vol 10 m synchronisé - femmes, finale","Plataforma 10m sincronizada feminino, final",Final,Finale,Final
DV,W,210,M,6,Women's Synchronised 10m Platform VC,"Haut-vol 10 m synchro. fem., remise méd.","Plataforma 10m sincro fem,cer. premiação",Women's Synchronised 10m Platform Victory Ceremony,"Haut-vol 10 m synchronisé - femmes, cérémonie de remise des médailles","Plataforma 10m sincronizada, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
EQ,0,000,0,8,Equestrian,Sports équestres,Hipismo,Equestrian,Sports équestres,Hipismo,"","",""
EQ,0,000,Q,4,Equestrian Meetings,Sports équestres - réunions,Hipismo - reuniões,Equestrian Meetings,Sports équestres - réunions,Hipismo - reuniões,"","",""
EQ,0,EQC,0,8,Olympic Equestrian Centre,Centre Olympique d'Équitation,Centro Olímpico de Hipismo,Olympic Equestrian Centre,Centre Olympique d'Équitation,Centro Olímpico de Hipismo,"","",""
EQ,X,001,0,8,Dressage Individual,Dressage individuel,Adestramento individual,Dressage Individual,Dressage individuel,Adestramento individual,"","",""
EQ,X,001,1,3,Dressage Individual Grand Prix Freestyle,"Dressage ind., grand prix - libre","Adestramento ind, grande prêmio livre",Dressage Individual Grand Prix Freestyle,"Dressage individuel, grand prix - libre","Adestramento individual, grande prêmio livre",Grand Prix Freestyle,Grand prix - libre,Grande prêmio livre
EQ,X,001,2,3,Dressage Individual Grand Prix Special,"Dressage ind., grand prix - spécial","Adestramento ind, grande prêmio especial",Dressage Individual Grand Prix Special,"Dressage individuel, grand prix - spécial","Adestramento individual, grande prêmio especial",Grand Prix Special,Grand prix - spécial,Grande prêmio especial
EQ,X,001,9,3,Dressage Individual Grand Prix,"Dressage ind., grand prix","Adestramento individual, grande prêmio",Dressage Individual Grand Prix,"Dressage individuel, grand prix","Adestramento individual, grande prêmio",Grand Prix,Grand prix,Grande prêmio
EQ,X,001,M,6,Dressage Individual Victory Ceremony,"Dressage individuel, remise médailles","Adestramento individual, cer. premiação",Dressage Individual Victory Ceremony,"Dressage individuel, cérémonie de remise des médailles","Adestramento individual, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
EQ,X,001,N,7,Dressage Draw,"Dressage, tirage au sort","Adestramento, sorteio",Dressage Draw,"Dressage, tirage au sort","Adestramento, sorteio","","",""
EQ,X,001,R,3,Dressage Horse Inspection,"Dressage, inspection des chevaux","Adestramento, inspeção dos cavalos",Dressage Horse Inspection,"Dressage, inspection des chevaux","Adestramento, inspeção dos cavalos",Dressage Horse Inspection,"Dressage, inspection des chevaux","Adestramento, inspeção dos cavalos"
EQ,X,002,0,8,Jumping Individual,Saut d'obstacles individuel,Saltos individual,Jumping Individual,Saut d'obstacles individuel,Saltos individual,"","",""
EQ,X,002,1,3,Jumping Individual Finals,"Saut d'obstacles individuel, finales","Saltos individual, finais",Jumping Individual Finals,"Saut d'obstacles individuel, finales","Saltos individual, finais",Finals,Finales,Finais
EQ,X,002,9,3,Jumping Individual Qualification,"Saut d'obstacles ind., épreuve qualif.","Saltos individual, fase classificatória",Jumping Individual Qualification,"Saut d'obstacles individuel, épreuve qualificative","Saltos individual, fase classificatória",Qualification,Épreuve qualificative,Fase classificatória
EQ,X,002,M,6,Jumping Individual Victory Ceremony,"Saut d'obstacles ind., remise médailles","Saltos individual, cer. premiação",Jumping Individual Victory Ceremony,"Saut d'obstacles individuel, cérémonie de remise des médailles","Saltos individual, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
EQ,X,002,N,7,Jumping Draw,"Saut d'obstacles, tirage au sort","Saltos, sorteio",Jumping Draw,"Saut d'obstacles, tirage au sort","Saltos, sorteio","","",""
EQ,X,002,R,3,Jumping Horse Inspection,"Saut d'obstacles, inspection des chevaux","Saltos, inspeção dos cavalos",Jumping Horse Inspection,"Saut d'obstacles, inspection des chevaux","Saltos, inspeção dos cavalos",Jumping Horse Inspection,"Saut d'obstacles, inspection des chevaux","Saltos, inspeção dos cavalos"
EQ,X,002,T,1,Jumping Training,"Saut d'obstacles, entraînement","Saltos, treinamento",Jumping Training,"Saut d'obstacles, entraînement","Saltos, treinamento",Jumping Training,"Saut d'obstacles, entraînement","Saltos, treinamento"
EQ,X,003,0,8,Eventing Individual,CC individuel,Concurso Completo Equitação individual,Eventing Individual,Concours complet individuel,Concurso Completo de Equitação (CCE) individual,"","",""
EQ,X,003,1,3,Eventing Individual Jumping Final,"CC ind., saut d'obstacles - finale","CCE individual, saltos - final ",Eventing Individual Jumping Final,"Concours complet individuel, saut d'obstacles - finale","Concurso Completo de Equitação (CCE) individual, saltos - final ",Jumping Final,Saut d'obstacles - finale,Saltos - Final
EQ,X,003,2,3,Eventing Individual Jumping Qualifier,"CC ind., saut d'obstacles - qualif.","CCE individual, saltos - classificatório",Eventing Individual Jumping Qualifier,"Concours complet individuel, saut d'obstacles - épreuve qualificative","Concurso Completo de Equitação (CCE) individual, saltos - classificatório",Jumping Qualifier,Saut d'obstacles - épreuve qualificative,Saltos - classificatório
EQ,X,003,3,3,Eventing Individual Cross Country,"CC individuel, cross-country","CCE individual, cross-country",Eventing Individual Cross Country,"Concours complet individuel, cross-country","Concurso Completo de Equitação (CCE) individual, cross-country",Cross Country,cross,Cross-country
EQ,X,003,4,3,Eventing Individual Dressage,"CC individuel, dressage","CCE individual, adestramento",Eventing Individual Dressage,"Concours complet individuel, dressage","Concurso Completo de Equitação (CCE) individual, adestramento",Dressage,Dressage,Adestramento
EQ,X,003,M,6,Eventing Individual Victory Ceremony,"CC individuel, remise des médailles","CCE individual, cer. premiação",Eventing Individual Victory Ceremony,"Concours complet individuel, cérémonie de remise des médailles","Concurso Completo Equitação (CCE) individual, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,"Individual, cerimônia de entrega das medalhas"
EQ,X,003,N,7,Eventing Draw,"Concours complet, tirage au sort","Concurso Completo Equitação, sorteio",Eventing Draw,"Concours complet, tirage au sort","Concurso Completo de Equitação (CCE), sorteio","","",""
EQ,X,003,R,3,Eventing Horse Inspection,"CC, inspection des chevaux","CCE, inspeção dos cavalos",Eventing Horse Inspection,"Concours complet, inspection des chevaux","Concurso Completo de Equitação (CCE), inspeção dos cavalos",Eventing Horse Inspection,"Concours complet, inspection des chevaux",Inspeção dos cavalos
EQ,X,401,0,8,Dressage Team,Dressage par équipes,Adestramento por equipes,Dressage Team,Dressage par équipes,Adestramento por equipes,"","",""
EQ,X,401,1,3,Dressage Team Grand Prix Special,"Dressage équipes, grand prix - spécial","Adestramento por equipes, GP especial",Dressage Team Grand Prix Special,"Dressage par équipes, grand prix - spécial","Adestramento por equipes, grande prêmio especial",Grand Prix Special,Grand prix - spécial,Grande prêmio especial
EQ,X,401,9,3,Dressage Team Grand Prix,"Dressage équipes, grand prix","Adestramento por equipes, grande prêmio",Dressage Team Grand Prix,"Dressage par équipes, grand prix","Adestramento por equipes, grande prêmio",Grand Prix,Grand prix,Grande prêmio
EQ,X,401,M,6,Dressage Team Victory Ceremony,"Dressage équipes, remise des médailles","Adestramento por equipes, cer. premiação",Dressage Team Victory Ceremony,"Dressage par équipes, cérémonie de remise des médailles","Adestramento por equipes, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
EQ,X,402,0,8,Jumping Team,Saut d'obstacles par équipes,Saltos por equipes,Jumping Team,Saut d'obstacles par équipes,Saltos por equipes,"","",""
EQ,X,402,1,3,Jumping Team Finals,"Saut d'obstacles par équipes, finales","Saltos por equipes, finais",Jumping Team Finals,"Saut d'obstacles par équipes, finales","Saltos por equipes, finais",Finals,Finales,Finais
EQ,X,402,9,3,Jumping Team Qualifier,"Saut d'obstacles équipes, épr. qualif.","Saltos por equipes, fase classificatória",Jumping Team Qualifier,"Saut d'obstacles par équipes, épreuve qualificative","Saltos por equipes, fase classificatória",Qualifier,Épreuve qualificative,Fase classificatória
EQ,X,402,M,6,Jumping Team Victory Ceremony,"Saut d'obstacles équipes, remise méd.","Saltos por equipes, cer. premiação",Jumping Team Victory Ceremony,"Saut d'obstacles par équipes, cérémonie de remise des médailles","Saltos por equipes, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
EQ,X,403,0,8,Eventing Team,CC par équipes,Concurso Completo Equitação por equipes,Eventing Team,Concours complet par équipes,Concurso Completo de Equitação (CCE) por equipes,"","",""
EQ,X,403,1,3,Eventing Team Jumping Final,"CC par équipes, saut d'obstacles, finale","CCE por equipes, saltos - final",Eventing Team Jumping Final,"Concours complet par équipes, saut d'obstacles - finale",Concurso Completo de Equitação (CCE) por equipes saltos - final,Jumping Final,"Saut d'obstacles, finale",Saltos - Final
EQ,X,403,2,3,Eventing Team Cross Country,"CC par équipes, cross-country","CCE por equipes, cross-country",Eventing Team Cross Country,"Concours complet par équipes, parcours de cross-country","Concurso Completo de Equitação (CCE) por equipes, cross-country",Cross Country,Cross-country,Cross-country
EQ,X,403,3,3,Eventing Team Dressage,"CC par équipes, dressage","CCE por equipes, adestramento",Eventing Team Dressage,"Concours complet par équipes, dressage","Concurso Completo de Equitação (CCE) por equipes, adestramento",Dressage,Dressage,Adestramento
EQ,X,403,M,6,Eventing Team Victory Ceremony,"CC par équipes, remise des médailles","CCE por equipes, cer. premiação",Eventing Team Victory Ceremony,"Concours complet par équipes, cérémonie de remise des médailles","Concurso Completo Equitação (CCE) por equipes, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,"Concurso Completo Equitação (CCE) por equipes, cerimônia de entrega das medalhas"
FB,0,000,0,8,Football,Football,Futebol,Football,Football,Futebol,,,
FB,0,000,Y,8,Football Daily Schedule,"Football, calendrier par jour","Futebol, programação diária",Football Daily Schedule,"Football, calendrier par jour","Futebol, programação diária",,,
FB,0,AMZ,0,8,Amazônia Arena,Amazônia Arena,Arena da Amazônia,Amazônia Arena,Amazônia Arena,Arena da Amazônia,,,
FB,0,FNA,0,8,Fonte Nova Arena,Fonte Nova Arena,Arena Fonte Nova,Fonte Nova Arena,Fonte Nova Arena,Arena Fonte Nova,,,
FB,0,MGA,0,8,Mané Garrincha Stadium,Stade Mané Garrincha,Estádio Mané Garrincha,Mané Garrincha Stadium,Stade Mané Garrincha,Estádio Mané Garrincha,,,
FB,0,MIN,0,8,Mineirão,Mineirão,Mineirão,Mineirão,Mineirão,Mineirão,,,
FB,0,MRC,0,8,Maracanã,Maracanã,Maracanã,Maracanã,Maracanã,Maracanã,,,
FB,0,OLS,0,8,Olympic Stadium,Stade Olympique,Estádio Olímpico,Olympic Stadium,Stade Olympique,Estádio Olímpico,,,
FB,0,SPA,0,8,Corinthians Arena,Corinthians Arena,Arena Corinthians,Corinthians Arena,Corinthians Arena,Arena Corinthians,,,
FB,M,000,0,8,Men,Hommes,Masculino,Men,Hommes,Masculino,,,
FB,M,400,0,8,Men,Hommes,Masculino,Men,Hommes,Masculino,,,
FB,M,400,1,3,Men's Finals,"Hommes, finales","Masculino, finais",Men's Finals,"Hommes, finales","Masculino, finais",Finals,Finales,Finais
FB,M,400,2,3,Men's Semifinals,"Hommes, demi-finales","Masculino, semifinais",Men's Semifinals,"Hommes, demi-finales","Masculino, semifinais",Semifinals,Demi-finales,Semifinais
FB,M,400,3,3,Men's Quarterfinals,"Hommes, quarts de finale","Masculino, quartas de final",Men's Quarterfinals,"Hommes, quarts de finale","Masculino, quartas de final",Quarterfinals,Quarts de finale,Quartas de Final
FB,M,400,9,3,Men's First Round,"Hommes, éliminatoires","Masculino, primeira fase",Men's First Round,"Hommes, éliminatoires","Masculino, primeira fase",First Round,Éliminatoires,Primeira fase
FB,M,400,A,3,Men's First Round - Group A,"Hommes, éliminatoires - groupe A","Masculino, primeira fase - grupo A",Men's First Round - Group A,"Hommes, éliminatoires - groupe A","Masculino, primeira fase - grupo A",First Round - Group A,Éliminatoires - groupe A,Primeira fase - grupo A
FB,M,400,B,3,Men's First Round - Group B,"Hommes, éliminatoires - groupe B","Masculino, primeira fase - grupo B",Men's First Round - Group B,"Hommes, éliminatoires - groupe B","Masculino, primeira fase - grupo B",First Round - Group B,Éliminatoires - groupe B,Primeira fase - grupo B
FB,M,400,C,3,Men's First Round - Group C,"Hommes, éliminatoires - groupe C","Masculino, primeira fase - grupo C",Men's First Round - Group C,"Hommes, éliminatoires - groupe C","Masculino, primeira fase - grupo C",First Round - Group C,Éliminatoires - groupe C,Primeira fase - grupo C
FB,M,400,D,3,Men's First Round - Group D,"Hommes, éliminatoires - groupe D","Masculino, primeira fase - grupo D",Men's First Round - Group D,"Hommes, éliminatoires - groupe D","Masculino, primeira fase - grupo D",First Round - Group D,Éliminatoires - groupe D,Primeira fase - grupo D
FB,M,400,M,6,Men's Victory Ceremony,"Hommes, remise des médailles","Masculino, cer. premiação",Men's Victory Ceremony,"Hommes, cérémonie de remise des médailles","Masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
FB,W,000,0,8,Women,Femmes,Feminino,Women,Femmes,Feminino,"","",""
FB,W,400,0,8,Women,Femmes,Feminino,Women,Femmes,Feminino,"","",""
FB,W,400,1,3,Women's Finals,"Femmes, finales","Feminino, finais",Women's Finals,"Femmes, finales","Feminino, finais",Finals,Finales,Finais
FB,W,400,2,3,Women's Semifinals,"Femmes, demi-finales","Feminino, semifinais",Women's Semifinals,"Femmes, demi-finales","Feminino, semifinais",Semifinals,Demi-finales,Semifinais
FB,W,400,3,3,Women's Quarterfinals,"Femmes, quarts de finale","Feminino, quartas de final",Women's Quarterfinals,"Femmes, quarts de finale","Feminino, quartas de final",Quarterfinals,Quarts de finale,Quartas de Final
